,Title,Studio_Abbreviation,Worldwide_Gross,Domestic_Gross,Domestic_Share,Overseas_Gross,Overseas_Share,Year_x,Genre,IMDB_Score,Metascore,Votes,Subgenre1,Subgrene2,Subgrene3,Actors,Awards,Country,Director,Language,Plot,Poster,Production,Rated,Ratings,Released,Runtime,Writer
440,Kick-Ass 2,Uni.,60.8,28.8,47.4,32.0,52.6,2013,"Action, Comedy, Crime",6.6,41,235707,Action, Comedy, Crime,"Aaron Taylor-Johnson, Chloë Grace Moretz, Morris Chestnut, Claudia Lee",1 win & 7 nominations.,"USA, UK",Jeff Wadlow,English,"Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But Red Mist leads his own group of evil supervillains to get revenge, kill Kick-Ass and destroy everything he stands for.",https://m.media-amazon.com/images/M/MV5BMTQ4OTQxNzc0N15BMl5BanBnXkFtZTcwOTQxOTU5OQ@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",16 Aug 2013,103 min,"Jeff Wadlow (screenplay), Mark Millar (comic book), John Romita Jr. (comic book)"
441,A Haunted House,ORF,60.1,40.0,66.6,20.1,33.4,2013,"Comedy, Fantasy",5.1,20,39897,Comedy, Fantasy,,"Marlon Wayans, Marlene Forte, Essence Atkins, David Koechner",1 win & 1 nomination.,USA,Michael Tiddes,"English, Spanish","Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help.",https://m.media-amazon.com/images/M/MV5BMTM1ODgyOTI0NF5BMl5BanBnXkFtZTcwODgyMDY3OA@@._V1_SX300.jpg,Open Road Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '20/100'}]",11 Jan 2013,86 min,"Marlon Wayans, Rick Alvarez"
442,Dallas Buyers Club,Focus,55.2,27.3,49.5,27.9,50.5,2013,"Biography, Drama",8.0,84,398727,Biography, Drama,,"Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare",Won 3 Oscars. Another 81 wins & 81 nominations.,USA,Jean-Marc Vallée,"English, Japanese","In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",https://m.media-amazon.com/images/M/MV5BMTYwMTA4MzgyNF5BMl5BanBnXkFtZTgwMjEyMjE0MDE@._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",22 Nov 2013,117 min,"Craig Borten, Melisa Wallack"
443,Delivery Man,BV,50.0,30.7,61.3,19.3,38.7,2013,"Comedy, Drama",6.4,44,70152,Comedy, Drama,,"Vince Vaughn, Chris Pratt, Cobie Smulders, Andrzej Blumenfeld",,"USA, India, Canada",Ken Scott,English,An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.,https://m.media-amazon.com/images/M/MV5BMjIxNjc2MzMzMl5BMl5BanBnXkFtZTgwMjA5NjM0MDE@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",22 Nov 2013,105 min,"Ken Scott (written for the screen by), Ken Scott (original screenplay ""Starbuck""), Martin Petit (original screenplay ""Starbuck"")"
444,21 & Over,Rela.,48.1,25.7,53.4,22.4,46.6,2013,Comedy,5.9,34,68014,Comedy,,,"Miles Teller, Skylar Astin, Justin Chon, Sarah Wright",1 win & 1 nomination.,USA,"Jon Lucas, Scott Moore","English, Spanish","The night before his big medical school interview, a promising student celebrates his 21st birthday with his two best friends.",https://m.media-amazon.com/images/M/MV5BMjI0NTExOTI0N15BMl5BanBnXkFtZTcwMDA0ODE3OA@@._V1_SX300.jpg,Relativity Media,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",01 Mar 2013,93 min,"Jon Lucas, Scott Moore"
445,Texas Chainsaw 3D,LGF,47.2,34.3,72.7,12.9,27.3,2013,"Horror, Thriller",4.8,31,41296,Horror, Thriller,,"Alexandra Daddario, Dan Yeager, Trey Songz, Scott Eastwood",2 wins & 7 nominations.,USA,John Luessenhop,English,A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.,https://m.media-amazon.com/images/M/MV5BMTQzMzAyNTE2N15BMl5BanBnXkFtZTcwNzM1NDg2OA@@._V1_SX300.jpg,Lionsgate Films,R,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}]",04 Jan 2013,92 min,"Adam Marcus (screenplay), Debra Sullivan (screenplay), Kirsten Elms (screenplay), Stephen Susco (story), Adam Marcus (story), Debra Sullivan (story), Kim Henkel (characters), Tobe Hooper (characters)"
446,The World's End,Focus,46.1,26.0,56.4,20.1,43.6,2013,"Action, Comedy, Sci-Fi",7.0,81,230087,Action, Comedy, Sci-Fi,"Thomas Law, Zachary Bailess, Jasper Levine, James Tarpey",5 wins & 22 nominations.,"UK, USA, Japan",Edgar Wright,English,Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.,https://m.media-amazon.com/images/M/MV5BNzA1MTk1MzY0OV5BMl5BanBnXkFtZTgwNjkzNTUwMDE@._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",23 Aug 2013,109 min,"Simon Pegg, Edgar Wright"
447,Grudge Match,WB,44.9,29.8,66.4,15.1,33.6,2013,"Comedy, Drama, Sport",6.4,35,53642,Comedy, Drama, Sport,"Jim Lampley, Sylvester Stallone, Robert De Niro, Rich Little",1 win & 1 nomination.,USA,Peter Segal,English,"A pair of aging boxing rivals are coaxed out of retirement to fight one final bout, thirty years after their last match.",https://m.media-amazon.com/images/M/MV5BMTY3NTkxMTgzNV5BMl5BanBnXkFtZTgwNjg0MzE2MDE@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",25 Dec 2013,113 min,"Tim Kelleher (screenplay), Rodney Rothman (screenplay), Tim Kelleher (story)"
448,Snitch,LG/S,42.9,42.9,100.0,,0.0,2013,"Action, Drama, Thriller",6.5,51,77444,Action, Drama, Thriller,"Dwayne Johnson, Barry Pepper, Jon Bernthal, Susan Sarandon",1 nomination.,"USA, United Arab Emirates",Ric Roman Waugh,"English, Spanish","A father goes undercover for the DEA in order to free his son, who was imprisoned after being set up in a drug deal.",https://m.media-amazon.com/images/M/MV5BNTM4MTYzNjA3Nl5BMl5BanBnXkFtZTcwMzcyNDA5OA@@._V1_SX300.jpg,Lionsgate/Summit Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",22 Feb 2013,112 min,"Justin Haythe, Ric Roman Waugh"
449,Don Jon,Rela.,30.5,24.5,80.4,6.0,19.6,2013,"Comedy, Drama, Romance",6.6,66,214690,Comedy, Drama, Romance,"Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore, Tony Danza",2 wins & 27 nominations.,USA,Joseph Gordon-Levitt,English,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.","https://m.media-amazon.com/images/M/MV5BMTQxNTc3NDM2MF5BMl5BanBnXkFtZTcwNzQ5NTQ3OQ@@._V1._CR28,28.649993896484375,1271,1991.0000305175781_SX89_AL_.jpg_V1_SX300.jpg",Relativity Media,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",27 Sep 2013,90 min,Joseph Gordon-Levitt
450,Skyfall,Sony,1108.6,304.4,27.5,804.2,72.5,2012,"Action, Adventure, Thriller",7.8,81,588069,Action, Adventure, Thriller,"Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes",Won 2 Oscars. Another 65 wins & 119 nominations.,"UK, USA",Sam Mendes,"English, Turkish, Shanghainese, Portuguese, Japanese","Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",https://m.media-amazon.com/images/M/MV5BNDVhZmJiYWMtNmIzMC00ZWNiLTkzZDYtNGNlZmViMGM4OGExXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,MGM,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",09 Nov 2012,143 min,"Neal Purvis, Robert Wade, John Logan, Ian Fleming (characters)"
451,The Dark Knight Rises,WB,1084.9,448.1,41.3,636.8,58.7,2012,"Action, Thriller",8.4,78,1369376,Action, Thriller,,"Christian Bale, Gary Oldman, Tom Hardy, Joseph Gordon-Levitt",Nominated for 1 BAFTA Film Award. Another 38 wins & 102 nominations.,"UK, USA",Christopher Nolan,"English, Arabic","Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City, now on the edge of total annihilation, from the brutal guerrilla terrorist Bane.",https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",20 Jul 2012,164 min,"Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Nolan (story), David S. Goyer (story), Bob Kane (characters)"
452,The Hobbit: An Unexpected Journey,WB (NL),1021.1,303.0,29.7,718.1,70.3,2012,"Adventure, Family, Fantasy",7.9,58,715079,Adventure, Family, Fantasy,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",Nominated for 3 Oscars. Another 10 wins & 72 nominations.,"USA, New Zealand",Peter Jackson,English,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",https://m.media-amazon.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@._V1_SX300.jpg,Warner Bros.,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",14 Dec 2012,169 min,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)"
453,Ice Age: Continental Drift,Fox,877.2,161.3,18.4,715.9,81.6,2012,"Animation, Adventure, Comedy",6.6,49,173287,Animation, Adventure, Comedy,"Aziz Ansari, Joy Behar, Christopher Campbell, Alain Chabat",2 wins & 11 nominations.,USA,"Steve Martino, Mike Thurmeier",English,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",https://m.media-amazon.com/images/M/MV5BMTM3NDM5MzY5Ml5BMl5BanBnXkFtZTcwNjExMDUwOA@@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",13 Jul 2012,88 min,"Michael Berg (screenplay), Jason Fuchs (screenplay), Michael Berg (story), Lori Forte (story)"
454,The Amazing Spider-Man,Sony,757.9,262.0,34.6,495.9,65.4,2012,"Action, Adventure, Sci-Fi",7.0,66,519636,Action, Adventure, Sci-Fi,"Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary",2 wins & 31 nominations.,USA,Marc Webb,English,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death.",https://m.media-amazon.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",03 Jul 2012,136 min,"James Vanderbilt (screenplay), Alvin Sargent (screenplay), Steve Kloves (screenplay), James Vanderbilt (story), Stan Lee (based on the Marvel comic book by), Steve Ditko (based on the Marvel comic book by)"
455,Madagascar 3: Europe's Most Wanted,P/DW,746.9,216.4,29.0,530.5,71.0,2012,"Animation, Adventure, Comedy",6.8,60,144512,Animation, Adventure, Comedy,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith",2 wins & 20 nominations.,USA,"Eric Darnell, Tom McGrath, Conrad Vernon","English, Spanish","The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal control officer.",https://m.media-amazon.com/images/M/MV5BMTM2MTIzNzk2MF5BMl5BanBnXkFtZTcwMDcwMzQxNw@@._V1_SX300.jpg,Paramount/Dreamworks,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",08 Jun 2012,93 min,"Eric Darnell (screenplay), Noah Baumbach (screenplay), Marc Hyman (collaborating writer), Tom McGrath (characters by), Matt Shire (Punch-Up Writer), Alejandro Bien-Willner (punch-up writer)"
456,The Hunger Games,LGF,694.4,408.0,58.8,286.4,41.2,2012,"Action, Adventure, Sci-Fi",7.2,68,789407,Action, Adventure, Sci-Fi,"Stanley Tucci, Wes Bentley, Jennifer Lawrence, Willow Shields",Nominated for 1 Golden Globe. Another 33 wins & 47 nominations.,USA,Gary Ross,English,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,https://m.media-amazon.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@._V1_SX300.jpg,Lionsgate,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",23 Mar 2012,142 min,"Gary Ross (screenplay), Suzanne Collins (screenplay), Billy Ray (screenplay), Suzanne Collins (novel)"
457,Life of Pi,Fox,609.0,125.0,20.5,484.0,79.5,2012,"Adventure, Drama, Fantasy",7.9,79,529158,Adventure, Drama, Fantasy,"Suraj Sharma, Irrfan Khan, Ayush Tandon, Gautam Belur",Won 4 Oscars. Another 78 wins & 129 nominations.,"USA, Taiwan, UK, Canada",Ang Lee,"English, Tamil, French, Japanese, Hindi, Chinese","A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",https://m.media-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",21 Nov 2012,127 min,"Yann Martel (novel), David Magee (screenplay)"
458,Ted,Uni.,549.4,218.8,39.8,330.6,60.2,2012,"Comedy, Fantasy",6.9,62,534070,Comedy, Fantasy,,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale",Nominated for 1 Oscar. Another 13 wins & 27 nominations.,USA,Seth MacFarlane,"English, Japanese","John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",https://m.media-amazon.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",29 Jun 2012,106 min,"Seth MacFarlane (screenplay by), Alec Sulkin (screenplay by), Wellesley Wild (screenplay by), Seth MacFarlane (story by)"
459,Brave,BV,540.4,237.3,43.9,303.2,56.1,2012,"Animation, Adventure, Comedy",7.1,69,334272,Animation, Adventure, Comedy,"Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters",Won 1 Oscar. Another 18 wins & 48 nominations.,"USA, UK","Mark Andrews, Brenda Chapman, Steve Purcell(co-director)",English,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",https://m.media-amazon.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",22 Jun 2012,93 min,"Brenda Chapman (story by), Mark Andrews (screenplay by), Steve Purcell (screenplay by), Brenda Chapman (screenplay by), Irene Mecchi (screenplay by)"
460,Wreck-It Ralph,BV,471.2,189.4,40.2,281.8,59.8,2012,"Animation, Adventure, Comedy",7.7,72,338325,Animation, Adventure, Comedy,"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch",Nominated for 1 Oscar. Another 33 wins & 41 nominations.,USA,Rich Moore,English,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",https://m.media-amazon.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",02 Nov 2012,101 min,"Rich Moore (story by), Phil Johnston (story by), Jim Reardon (story by), Phil Johnston (screenplay by), Jennifer Lee (screenplay by), John C. Reilly (additional story material by), Sam Levine (additional story material by), Jared Stern (additional story material by)"
461,Django Unchained,Wein.,425.4,162.8,38.3,262.6,61.7,2012,"Drama, Western",8.4,81,1192927,Drama, Western,,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington",Won 2 Oscars. Another 56 wins & 151 nominations.,USA,Quentin Tarantino,"English, German, French, Italian","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX300.jpg,The Weinstein Co.,R,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",25 Dec 2012,165 min,Quentin Tarantino
462,Prometheus,Fox,403.4,126.5,31.4,276.9,68.6,2012,"Adventure, Mystery, Sci-Fi",7.0,64,534939,Adventure, Mystery, Sci-Fi,"Noomi Rapace, Michael Fassbender, Charlize Theron, Idris Elba",Nominated for 1 Oscar. Another 6 wins & 46 nominations.,"USA, UK",Ridley Scott,"English, Scottish Gaelic","Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.",https://m.media-amazon.com/images/M/MV5BMTY3NzIyNTA2NV5BMl5BanBnXkFtZTcwNzE2NjI4Nw@@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",08 Jun 2012,124 min,"Jon Spaihts, Damon Lindelof, Dan O'Bannon (based on elements created by), Ronald Shusett (based on elements created by)"
463,Taken 2,Fox,376.1,139.9,37.2,236.3,62.8,2012,"Action, Thriller",6.3,45,271021,Action, Thriller,,"Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser",1 win & 2 nominations.,"France, USA",Olivier Megaton,"English, Turkish, Arabic","In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",https://m.media-amazon.com/images/M/MV5BMTkwNTQ0ODExOV5BMl5BanBnXkFtZTcwNjU3NDQwOA@@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",05 Oct 2012,92 min,"Luc Besson, Robert Mark Kamen, Luc Besson (based on characters created by), Robert Mark Kamen (based on characters created by)"
